,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1378,Okara,Soybeans,2004,22136,534,36276,16.64
1379,Okara,Soybeans,2004,22136,534,36276,20.42
1380,Okara,Soybeans,2004,22136,534,36276,12.35
1381,Okara,Soybeans,2004,22136,534,36276,13.74
1382,Okara,Soybeans,2004,22136,534,36276,18.87
1383,Okara,Soybeans,2004,22136,534,36276,17.87
1384,Okara,Sweet potatoes,2004,333333,534,36276,16.64
1385,Okara,Sweet potatoes,2004,333333,534,36276,20.42
1386,Okara,Sweet potatoes,2004,333333,534,36276,12.35
1387,Okara,Sweet potatoes,2004,333333,534,36276,13.74
1388,Okara,Sweet potatoes,2004,333333,534,36276,18.87
1389,Okara,Sweet potatoes,2004,333333,534,36276,17.87
1390,Okara,Wheat,2004,19998,534,36276,16.64
1391,Pakpattan,Wheat,2004,19998,534,36276,20.42
1392,Pakpattan,Wheat,2004,19998,534,36276,12.35
1393,Pakpattan,Wheat,2004,19998,534,36276,13.74
1394,Pakpattan,Wheat,2004,19998,534,36276,18.87
1395,Pakpattan,Wheat,2004,19998,534,36276,17.87
1396,Pakpattan,Maize,2005,57983,534,34310,16.93
1397,Pakpattan,Maize,2005,57983,534,34310,20.71
1398,Pakpattan,Maize,2005,57983,534,34310,12.48
1399,Pakpattan,Maize,2005,57983,534,34310,14.38
1400,Pakpattan,Maize,2005,57983,534,34310,18.26
1401,Pakpattan,Maize,2005,57983,534,34310,18.03
1402,Pakpattan,Potatoes,2005,344117,534,34310,16.93
1403,Pakpattan,Potatoes,2005,344117,534,34310,20.71
1404,Pakpattan,Potatoes,2005,344117,534,34310,12.48
1405,Pakpattan,Potatoes,2005,344117,534,34310,14.38
1406,Pakpattan,Potatoes,2005,344117,534,34310,18.26
1407,Pakpattan,Potatoes,2005,344117,534,34310,18.03
1408,Pakpattan,"Rice, paddy",2005,66168,534,34310,16.93
1409,Pakpattan,"Rice, paddy",2005,66168,534,34310,20.71
1410,Pakpattan,"Rice, paddy",2005,66168,534,34310,12.48
1411,Pakpattan,"Rice, paddy",2005,66168,534,34310,14.38
1412,Pakpattan,"Rice, paddy",2005,66168,534,34310,18.26
1413,Pakpattan,"Rice, paddy",2005,66168,534,34310,18.03
1414,Pakpattan,Sorghum,2005,26629,534,34310,16.93
1415,Pakpattan,Sorghum,2005,26629,534,34310,20.71
1416,Pakpattan,Sorghum,2005,26629,534,34310,12.48
1417,Pakpattan,Sorghum,2005,26629,534,34310,14.38
1418,Pakpattan,Sorghum,2005,26629,534,34310,18.26
1419,Pakpattan,Sorghum,2005,26629,534,34310,18.03
1420,Pakpattan,Soybeans,2005,16810,534,34310,16.93
1421,Sahiwal,Soybeans,2005,16810,534,34310,20.71
1422,Sahiwal,Soybeans,2005,16810,534,34310,12.48
1423,Sahiwal,Soybeans,2005,16810,534,34310,14.38
1424,Sahiwal,Soybeans,2005,16810,534,34310,18.26
1425,Sahiwal,Soybeans,2005,16810,534,34310,18.03
1426,Sahiwal,Sweet potatoes,2005,336000,534,34310,16.93
1427,Sahiwal,Sweet potatoes,2005,336000,534,34310,20.71
1428,Sahiwal,Sweet potatoes,2005,336000,534,34310,12.48
1429,Sahiwal,Sweet potatoes,2005,336000,534,34310,14.38
1430,Sahiwal,Sweet potatoes,2005,336000,534,34310,18.26
1431,Sahiwal,Sweet potatoes,2005,336000,534,34310,18.03
1432,Sahiwal,Wheat,2005,16348,534,34310,16.93
1433,Sahiwal,Wheat,2005,16348,534,34310,20.71
1434,Sahiwal,Wheat,2005,16348,534,34310,12.48
1435,Sahiwal,Wheat,2005,16348,534,34310,14.38
1436,Sahiwal,Wheat,2005,16348,534,34310,18.26
1437,Sahiwal,Wheat,2005,16348,534,34310,18.03
1438,Sahiwal,Maize,2006,53856,534,35900,16.75
1439,Sahiwal,Maize,2006,53856,534,35900,20.17
1440,Sahiwal,Maize,2006,53856,534,35900,12.51
1441,Sahiwal,Maize,2006,53856,534,35900,13.99
1442,Sahiwal,Maize,2006,53856,534,35900,18.99
1443,Sahiwal,Maize,2006,53856,534,35900,17.75
1444,Sahiwal,Potatoes,2006,354317,534,35900,16.75
1445,Sahiwal,Potatoes,2006,354317,534,35900,20.17
1446,Sahiwal,Potatoes,2006,354317,534,35900,12.51
1447,Sahiwal,Potatoes,2006,354317,534,35900,13.99
1448,Sahiwal,Potatoes,2006,354317,534,35900,18.99
1449,Sahiwal,Potatoes,2006,354317,534,35900,17.75
1450,Sahiwal,"Rice, paddy",2006,98176,534,35900,16.75
1451,Sheikhupura,"Rice, paddy",2006,98176,534,35900,20.17
1452,Sheikhupura,"Rice, paddy",2006,98176,534,35900,12.51
1453,Sheikhupura,"Rice, paddy",2006,98176,534,35900,13.99
1454,Sheikhupura,"Rice, paddy",2006,98176,534,35900,18.99
1455,Sheikhupura,"Rice, paddy",2006,98176,534,35900,17.75
1456,Sheikhupura,Sorghum,2006,25205,534,35900,16.75
1457,Sheikhupura,Sorghum,2006,25205,534,35900,20.17
1458,Sheikhupura,Sorghum,2006,25205,534,35900,12.51
1459,Sheikhupura,Sorghum,2006,25205,534,35900,13.99
1460,Sheikhupura,Sorghum,2006,25205,534,35900,18.99
1461,Sheikhupura,Sorghum,2006,25205,534,35900,17.75
1462,Sheikhupura,Soybeans,2006,20993,534,35900,16.75
1463,Sheikhupura,Soybeans,2006,20993,534,35900,20.17
1464,Sheikhupura,Soybeans,2006,20993,534,35900,12.51
1465,Sheikhupura,Soybeans,2006,20993,534,35900,13.99
1466,Sheikhupura,Soybeans,2006,20993,534,35900,18.99
1467,Sheikhupura,Soybeans,2006,20993,534,35900,17.75
1468,Sheikhupura,Sweet potatoes,2006,278748,534,35900,16.75
1469,Sheikhupura,Sweet potatoes,2006,278748,534,35900,20.17
1470,Sheikhupura,Sweet potatoes,2006,278748,534,35900,12.51
1471,Sheikhupura,Sweet potatoes,2006,278748,534,35900,13.99
1472,Sheikhupura,Sweet potatoes,2006,278748,534,35900,18.99
1473,Sheikhupura,Sweet potatoes,2006,278748,534,35900,17.75
1474,Sheikhupura,Wheat,2006,20213,534,35900,16.75
1475,Sheikhupura,Wheat,2006,20213,534,35900,20.17
1476,Sheikhupura,Wheat,2006,20213,534,35900,12.51
1477,Sheikhupura,Wheat,2006,20213,534,35900,13.99
1478,Sheikhupura,Wheat,2006,20213,534,35900,18.99
1479,Sheikhupura,Wheat,2006,20213,534,35900,17.75
1480,Sheikhupura,Maize,2007,49103,534,32446.25,17.49
1481,Nankana Sahib,Maize,2007,49103,534,32446.25,20.31
1482,Nankana Sahib,Maize,2007,49103,534,32446.25,12.83
1483,Nankana Sahib,Maize,2007,49103,534,32446.25,14.99
1484,Nankana Sahib,Maize,2007,49103,534,32446.25,18.84
1485,Nankana Sahib,Maize,2007,49103,534,32446.25,18.02
1486,Nankana Sahib,Potatoes,2007,355463,534,32446.25,17.49
1487,Nankana Sahib,Potatoes,2007,355463,534,32446.25,20.31
1488,Nankana Sahib,Potatoes,2007,355463,534,32446.25,12.83
1489,Nankana Sahib,Potatoes,2007,355463,534,32446.25,14.99
1490,Nankana Sahib,Potatoes,2007,355463,534,32446.25,18.84
1491,Nankana Sahib,Potatoes,2007,355463,534,32446.25,18.02
1492,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,17.49
1493,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,20.31
1494,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,12.83
1495,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,14.99
1496,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,18.84
1497,Nankana Sahib,"Rice, paddy",2007,82609,534,32446.25,18.02
1498,Nankana Sahib,Sorghum,2007,20918,534,32446.25,17.49
1499,Nankana Sahib,Sorghum,2007,20918,534,32446.25,20.31
1500,Nankana Sahib,Sorghum,2007,20918,534,32446.25,12.83
1501,Nankana Sahib,Sorghum,2007,20918,534,32446.25,14.99
1502,Nankana Sahib,Sorghum,2007,20918,534,32446.25,18.84
1503,Nankana Sahib,Sorghum,2007,20918,534,32446.25,18.02
1504,Nankana Sahib,Soybeans,2007,19730,534,32446.25,17.49
1505,Nankana Sahib,Soybeans,2007,19730,534,32446.25,20.31
1506,Nankana Sahib,Soybeans,2007,19730,534,32446.25,12.83
1507,Nankana Sahib,Soybeans,2007,19730,534,32446.25,14.99
1508,Nankana Sahib,Soybeans,2007,19730,534,32446.25,18.84
1509,Nankana Sahib,Soybeans,2007,19730,534,32446.25,18.02
1510,Nankana Sahib,Sweet potatoes,2007,346237,534,32446.25,17.49
1511,Kasur,Sweet potatoes,2007,346237,534,32446.25,20.31
1512,Kasur,Sweet potatoes,2007,346237,534,32446.25,12.83
1513,Kasur,Sweet potatoes,2007,346237,534,32446.25,14.99
1514,Kasur,Sweet potatoes,2007,346237,534,32446.25,18.84
1515,Kasur,Sweet potatoes,2007,346237,534,32446.25,18.02
1516,Kasur,Wheat,2007,9173,534,32446.25,17.49
1517,Kasur,Wheat,2007,9173,534,32446.25,20.31
1518,Kasur,Wheat,2007,9173,534,32446.25,12.83
1519,Kasur,Wheat,2007,9173,534,32446.25,14.99
1520,Kasur,Wheat,2007,9173,534,32446.25,18.84
1521,Kasur,Wheat,2007,9173,534,32446.25,18.02
1522,Kasur,Maize,2008,56912,534,42935.38,16.7
1523,Kasur,Maize,2008,56912,534,42935.38,19.79
1524,Kasur,Maize,2008,56912,534,42935.38,12
1525,Kasur,Maize,2008,56912,534,42935.38,14.11
1526,Kasur,Maize,2008,56912,534,42935.38,18.78
1527,Kasur,Maize,2008,56912,534,42935.38,17.32
1528,Kasur,Potatoes,2008,381224,534,42935.38,16.7
1529,Kasur,Potatoes,2008,381224,534,42935.38,19.79
1530,Kasur,Potatoes,2008,381224,534,42935.38,12
1531,Kasur,Potatoes,2008,381224,534,42935.38,14.11
1532,Kasur,Potatoes,2008,381224,534,42935.38,18.78
1533,Kasur,Potatoes,2008,381224,534,42935.38,17.32
1534,Kasur,"Rice, paddy",2008,75988,534,42935.38,16.7
1535,Kasur,"Rice, paddy",2008,75988,534,42935.38,19.79
1536,Kasur,"Rice, paddy",2008,75988,534,42935.38,12
1537,Kasur,"Rice, paddy",2008,75988,534,42935.38,14.11
1538,Kasur,"Rice, paddy",2008,75988,534,42935.38,18.78
1539,Kasur,"Rice, paddy",2008,75988,534,42935.38,17.32
1540,Kasur,Sorghum,2008,40252,534,42935.38,16.7
1541,Lahore,Sorghum,2008,40252,534,42935.38,19.79
1542,Lahore,Sorghum,2008,40252,534,42935.38,12
1543,Lahore,Sorghum,2008,40252,534,42935.38,14.11
1544,Lahore,Sorghum,2008,40252,534,42935.38,18.78
1545,Lahore,Sorghum,2008,40252,534,42935.38,17.32
1546,Lahore,Soybeans,2008,23289,534,42935.38,16.7
1547,Lahore,Soybeans,2008,23289,534,42935.38,19.79
1548,Lahore,Soybeans,2008,23289,534,42935.38,12
1549,Lahore,Soybeans,2008,23289,534,42935.38,14.11
1550,Lahore,Soybeans,2008,23289,534,42935.38,18.78
1551,Lahore,Soybeans,2008,23289,534,42935.38,17.32
1552,Lahore,Sweet potatoes,2008,266530,534,42935.38,16.7
1553,Lahore,Sweet potatoes,2008,266530,534,42935.38,19.79
1554,Lahore,Sweet potatoes,2008,266530,534,42935.38,12
1555,Lahore,Sweet potatoes,2008,266530,534,42935.38,14.11
1556,Lahore,Sweet potatoes,2008,266530,534,42935.38,18.78
1557,Lahore,Sweet potatoes,2008,266530,534,42935.38,17.32
1558,Lahore,Wheat,2008,10788,534,42935.38,16.7
1559,Lahore,Wheat,2008,10788,534,42935.38,19.79
1560,Lahore,Wheat,2008,10788,534,42935.38,12
1561,Lahore,Wheat,2008,10788,534,42935.38,14.11
1562,Lahore,Wheat,2008,10788,534,42935.38,18.78
1563,Lahore,Wheat,2008,10788,534,42935.38,17.32
1564,Lahore,Maize,2009,58171,534,38065.68,17.39
1565,Lahore,Maize,2009,58171,534,38065.68,20.65
1566,Lahore,Maize,2009,58171,534,38065.68,12.87
1567,Lahore,Maize,2009,58171,534,38065.68,14.65
1568,Lahore,Maize,2009,58171,534,38065.68,19.01
1569,Lahore,Maize,2009,58171,534,38065.68,18.18
1570,Lahore,Potatoes,2009,361747,534,38065.68,17.39
1571,Rahim Yar Khan,Potatoes,2009,361747,534,38065.68,20.65
1572,Rahim Yar Khan,Potatoes,2009,361747,534,38065.68,12.87
1573,Rahim Yar Khan,Potatoes,2009,361747,534,38065.68,14.65
1574,Rahim Yar Khan,Potatoes,2009,361747,534,38065.68,19.01
1575,Rahim Yar Khan,Potatoes,2009,361747,534,38065.68,18.18
1576,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,17.39
1577,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,20.65
1578,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,12.87
1579,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,14.65
1580,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,19.01
1581,Rahim Yar Khan,"Rice, paddy",2009,84609,534,38065.68,18.18
1582,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,17.39
1583,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,20.65
1584,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,12.87
1585,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,14.65
1586,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,19.01
1587,Rahim Yar Khan,Sorghum,2009,35096,534,38065.68,18.18
1588,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,17.39
1589,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,20.65
1590,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,12.87
1591,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,14.65
1592,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,19.01
1593,Rahim Yar Khan,Soybeans,2009,18926,534,38065.68,18.18
1594,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,17.39
1595,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,20.65
1596,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,12.87
1597,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,14.65
1598,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,19.01
1599,Rahim Yar Khan,Sweet potatoes,2009,250797,534,38065.68,18.18
1600,Rahim Yar Khan,Wheat,2009,15831,534,38065.68,17.39
1601,Bahawalnagar,Wheat,2009,15831,534,38065.68,20.65
1602,Bahawalnagar,Wheat,2009,15831,534,38065.68,12.87
1603,Bahawalnagar,Wheat,2009,15831,534,38065.68,14.65
1604,Bahawalnagar,Wheat,2009,15831,534,38065.68,19.01
1605,Bahawalnagar,Wheat,2009,15831,534,38065.68,18.18
1606,Bahawalnagar,Maize,2010,55593,534,42169.39,16.72
1607,Bahawalnagar,Maize,2010,55593,534,42169.39,20.33
1608,Bahawalnagar,Maize,2010,55593,534,42169.39,12.37
1609,Bahawalnagar,Maize,2010,55593,534,42169.39,14.23
1610,Bahawalnagar,Maize,2010,55593,534,42169.39,19.09
1611,Bahawalnagar,Maize,2010,55593,534,42169.39,18
1612,Bahawalnagar,Potatoes,2010,351334,534,42169.39,16.72
1613,Bahawalnagar,Potatoes,2010,351334,534,42169.39,20.33
1614,Bahawalnagar,Potatoes,2010,351334,534,42169.39,12.37
1615,Bahawalnagar,Potatoes,2010,351334,534,42169.39,14.23
1616,Bahawalnagar,Potatoes,2010,351334,534,42169.39,19.09
1617,Bahawalnagar,Potatoes,2010,351334,534,42169.39,18
1618,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,16.72
1619,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,20.33
1620,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,12.37
1621,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,14.23
1622,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,19.09
1623,Bahawalnagar,"Rice, paddy",2010,103895,534,42169.39,18
1624,Bahawalnagar,Sorghum,2010,30279,534,42169.39,16.72
1625,Bahawalnagar,Sorghum,2010,30279,534,42169.39,20.33
1626,Bahawalnagar,Sorghum,2010,30279,534,42169.39,12.37
1627,Bahawalnagar,Sorghum,2010,30279,534,42169.39,14.23
1628,Bahawalnagar,Sorghum,2010,30279,534,42169.39,19.09
1629,Bahawalnagar,Sorghum,2010,30279,534,42169.39,18
1630,Bahawalnagar,Soybeans,2010,19042,534,42169.39,16.72
1631,Bahawalpur,Soybeans,2010,19042,534,42169.39,20.33
1632,Bahawalpur,Soybeans,2010,19042,534,42169.39,12.37
1633,Bahawalpur,Soybeans,2010,19042,534,42169.39,14.23
1634,Bahawalpur,Soybeans,2010,19042,534,42169.39,19.09
1635,Bahawalpur,Soybeans,2010,19042,534,42169.39,18
1636,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,16.72
1637,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,20.33
1638,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,12.37
1639,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,14.23
1640,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,19.09
1641,Bahawalpur,Sweet potatoes,2010,305974,534,42169.39,18
1642,Bahawalpur,Wheat,2010,15729,534,42169.39,16.72
1643,Bahawalpur,Wheat,2010,15729,534,42169.39,20.33
1644,Bahawalpur,Wheat,2010,15729,534,42169.39,12.37
1645,Bahawalpur,Wheat,2010,15729,534,42169.39,14.23
1646,Bahawalpur,Wheat,2010,15729,534,42169.39,19.09
1647,Bahawalpur,Wheat,2010,15729,534,42169.39,18
1648,Bahawalpur,Maize,2011,57390,534,47632.99,16.9
1649,Bahawalpur,Maize,2011,57390,534,47632.99,19.88
1650,Bahawalpur,Maize,2011,57390,534,47632.99,12.16
1651,Bahawalpur,Maize,2011,57390,534,47632.99,14.19
1652,Bahawalpur,Maize,2011,57390,534,47632.99,19.99
1653,Bahawalpur,Maize,2011,57390,534,47632.99,17.71
1654,Bahawalpur,Potatoes,2011,350887,534,47632.99,16.9
1655,Bahawalpur,Potatoes,2011,350887,534,47632.99,19.88
1656,Bahawalpur,Potatoes,2011,350887,534,47632.99,12.16
1657,Bahawalpur,Potatoes,2011,350887,534,47632.99,14.19
1658,Bahawalpur,Potatoes,2011,350887,534,47632.99,19.99
1659,Bahawalpur,Potatoes,2011,350887,534,47632.99,17.71
1660,Bahawalpur,"Rice, paddy",2011,95441,534,47632.99,16.9
1661,Mianwali,"Rice, paddy",2011,95441,534,47632.99,19.88
1662,Mianwali,"Rice, paddy",2011,95441,534,47632.99,12.16
1663,Mianwali,"Rice, paddy",2011,95441,534,47632.99,14.19
1664,Mianwali,"Rice, paddy",2011,95441,534,47632.99,19.99
1665,Mianwali,"Rice, paddy",2011,95441,534,47632.99,17.71
1666,Mianwali,Sorghum,2011,30558,534,47632.99,16.9
1667,Mianwali,Sorghum,2011,30558,534,47632.99,19.88
1668,Mianwali,Sorghum,2011,30558,534,47632.99,12.16
1669,Mianwali,Sorghum,2011,30558,534,47632.99,14.19
1670,Mianwali,Sorghum,2011,30558,534,47632.99,19.99
1671,Mianwali,Sorghum,2011,30558,534,47632.99,17.71
1672,Mianwali,Soybeans,2011,17136,534,47632.99,16.9
1673,Mianwali,Soybeans,2011,17136,534,47632.99,19.88
1674,Mianwali,Soybeans,2011,17136,534,47632.99,12.16
1675,Mianwali,Soybeans,2011,17136,534,47632.99,14.19
1676,Mianwali,Soybeans,2011,17136,534,47632.99,19.99
1677,Mianwali,Soybeans,2011,17136,534,47632.99,17.71
1678,Mianwali,Sweet potatoes,2011,319252,534,47632.99,16.9
1679,Mianwali,Sweet potatoes,2011,319252,534,47632.99,19.88
1680,Mianwali,Sweet potatoes,2011,319252,534,47632.99,12.16
1681,Mianwali,Sweet potatoes,2011,319252,534,47632.99,14.19
1682,Mianwali,Sweet potatoes,2011,319252,534,47632.99,19.99
1683,Mianwali,Sweet potatoes,2011,319252,534,47632.99,17.71
1684,Mianwali,Wheat,2011,20301,534,47632.99,16.9
1685,Mianwali,Wheat,2011,20301,534,47632.99,19.88
1686,Mianwali,Wheat,2011,20301,534,47632.99,12.16
1687,Mianwali,Wheat,2011,20301,534,47632.99,14.19
1688,Mianwali,Wheat,2011,20301,534,47632.99,19.99
1689,Mianwali,Wheat,2011,20301,534,47632.99,17.71
1690,Mianwali,Maize,2012,64654,534,48687.88,16.84
1691,Khushab,Maize,2012,64654,534,48687.88,20.08
1692,Khushab,Maize,2012,64654,534,48687.88,11.79
1693,Khushab,Maize,2012,64654,534,48687.88,14.27
1694,Khushab,Maize,2012,64654,534,48687.88,19.55
1695,Khushab,Maize,2012,64654,534,48687.88,17.47
1696,Khushab,Potatoes,2012,382592,534,48687.88,16.84
1697,Khushab,Potatoes,2012,382592,534,48687.88,20.08
1698,Khushab,Potatoes,2012,382592,534,48687.88,11.79
1699,Khushab,Potatoes,2012,382592,534,48687.88,14.27
1700,Khushab,Potatoes,2012,382592,534,48687.88,19.55
1701,Khushab,Potatoes,2012,382592,534,48687.88,17.47
1702,Khushab,"Rice, paddy",2012,89098,534,48687.88,16.84
1703,Khushab,"Rice, paddy",2012,89098,534,48687.88,20.08
1704,Khushab,"Rice, paddy",2012,89098,534,48687.88,11.79
1705,Khushab,"Rice, paddy",2012,89098,534,48687.88,14.27
1706,Khushab,"Rice, paddy",2012,89098,534,48687.88,19.55
1707,Khushab,"Rice, paddy",2012,89098,534,48687.88,17.47
1708,Khushab,Sorghum,2012,33960,534,48687.88,16.84
1709,Khushab,Sorghum,2012,33960,534,48687.88,20.08
1710,Khushab,Sorghum,2012,33960,534,48687.88,11.79
1711,Khushab,Sorghum,2012,33960,534,48687.88,14.27
1712,Khushab,Sorghum,2012,33960,534,48687.88,19.55
1713,Khushab,Sorghum,2012,33960,534,48687.88,17.47
1714,Khushab,Soybeans,2012,22598,534,48687.88,16.84
1715,Khushab,Soybeans,2012,22598,534,48687.88,20.08
1716,Khushab,Soybeans,2012,22598,534,48687.88,11.79
1717,Khushab,Soybeans,2012,22598,534,48687.88,14.27
1718,Khushab,Soybeans,2012,22598,534,48687.88,19.55
1719,Khushab,Soybeans,2012,22598,534,48687.88,17.47
1720,Khushab,Sweet potatoes,2012,331853,534,48687.88,16.84
1721,Sargodha,Sweet potatoes,2012,331853,534,48687.88,20.08
1722,Sargodha,Sweet potatoes,2012,331853,534,48687.88,11.79
1723,Sargodha,Sweet potatoes,2012,331853,534,48687.88,14.27
1724,Sargodha,Sweet potatoes,2012,331853,534,48687.88,19.55
1725,Sargodha,Sweet potatoes,2012,331853,534,48687.88,17.47
1726,Sargodha,Wheat,2012,21511,534,48687.88,16.84
1727,Sargodha,Wheat,2012,21511,534,48687.88,20.08
1728,Sargodha,Wheat,2012,21511,534,48687.88,11.79
1729,Sargodha,Wheat,2012,21511,534,48687.88,14.27
1730,Sargodha,Wheat,2012,21511,534,48687.88,19.55
1731,Sargodha,Wheat,2012,21511,534,48687.88,17.47
1732,Sargodha,Maize,2013,64441,534,45177.18,17.39
1733,Sargodha,Maize,2013,64441,534,45177.18,20.14
1734,Sargodha,Maize,2013,64441,534,45177.18,12.19
1735,Sargodha,Maize,2013,64441,534,45177.18,14.74
1736,Sargodha,Maize,2013,64441,534,45177.18,19.98
1737,Sargodha,Maize,2013,64441,534,45177.18,18.09
1738,Sargodha,Potatoes,2013,385434,534,45177.18,17.39
1739,Sargodha,Potatoes,2013,385434,534,45177.18,20.14
1740,Sargodha,Potatoes,2013,385434,534,45177.18,12.19
1741,Sargodha,Potatoes,2013,385434,534,45177.18,14.74
1742,Sargodha,Potatoes,2013,385434,534,45177.18,19.98
1743,Sargodha,Potatoes,2013,385434,534,45177.18,18.09
1744,Sargodha,"Rice, paddy",2013,102177,534,45177.18,17.39
1745,Sargodha,"Rice, paddy",2013,102177,534,45177.18,20.14
1746,Sargodha,"Rice, paddy",2013,102177,534,45177.18,12.19
1747,Sargodha,"Rice, paddy",2013,102177,534,45177.18,14.74
1748,Sargodha,"Rice, paddy",2013,102177,534,45177.18,19.98
1749,Sargodha,"Rice, paddy",2013,102177,534,45177.18,18.09
1750,Sargodha,Sorghum,2013,34419,534,45177.18,17.39
1751,Toba Tek Singh,Sorghum,2013,34419,534,45177.18,20.14
1752,Toba Tek Singh,Sorghum,2013,34419,534,45177.18,12.19
1753,Toba Tek Singh,Sorghum,2013,34419,534,45177.18,14.74
1754,Toba Tek Singh,Sorghum,2013,34419,534,45177.18,19.98
1755,Toba Tek Singh,Sorghum,2013,34419,534,45177.18,18.09
1756,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,17.39
1757,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,20.14
1758,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,12.19
1759,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,14.74
1760,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,19.98
1761,Toba Tek Singh,Soybeans,2013,22336,534,45177.18,18.09
1762,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,17.39
1763,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,20.14
1764,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,12.19
1765,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,14.74
1766,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,19.98
1767,Toba Tek Singh,Sweet potatoes,2013,344391,534,45177.18,18.09
1768,Toba Tek Singh,Wheat,2013,17609,534,45177.18,17.39
1769,Toba Tek Singh,Wheat,2013,17609,534,45177.18,20.14
1770,Toba Tek Singh,Wheat,2013,17609,534,45177.18,12.19
1771,Toba Tek Singh,Wheat,2013,17609,534,45177.18,14.74
1772,Toba Tek Singh,Wheat,2013,17609,534,45177.18,19.98
1773,Toba Tek Singh,Wheat,2013,17609,534,45177.18,18.09
1774,Toba Tek Singh,Maize,1990,81800,1110,4246,9.23
1775,Toba Tek Singh,Potatoes,1990,249854,1110,4246,9.23
1776,Toba Tek Singh,Soybeans,1990,19046,1110,4246,9.23
1777,Toba Tek Singh,Wheat,1990,50479,1110,4246,9.23
1778,Toba Tek Singh,Maize,1991,84800,1110,4487,8.15
1779,Toba Tek Singh,Potatoes,1991,236372,1110,4487,8.15
1780,Toba Tek Singh,Soybeans,1991,24958,1110,4487,8.15
1781,Chiniot,Wheat,1991,50735,1110,4487,8.15
1782,Chiniot,Maize,1992,64800,1110,3897,9.49
1783,Chiniot,Potatoes,1992,223470,1110,3897,9.49
1784,Chiniot,Soybeans,1992,17480,1110,3897,9.49
1785,Chiniot,Wheat,1992,53938,1110,3897,9.49
1786,Chiniot,Maize,1993,89710,1110,3984,8.48
1787,Chiniot,Potatoes,1993,284925,1110,3984,8.48
1788,Chiniot,Soybeans,1993,23168,1110,3984,8.48
1789,Chiniot,Wheat,1993,42246,1110,3984,8.48
1790,Chiniot,Maize,1994,79160,1110,3619,9.89
1791,Chiniot,Potatoes,1994,199650,1110,3619,9.89
1792,Chiniot,Soybeans,1994,22505,1110,3619,9.89
1793,Chiniot,Wheat,1994,52088,1110,3619,9.89
1794,Chiniot,Maize,1995,85000,1110,3402,8.79
1795,Chiniot,Potatoes,1995,267949,1110,3402,8.79
1796,Chiniot,Soybeans,1995,22768,1110,3402,8.79
1797,Chiniot,Wheat,1995,50856,1110,3402,8.79
1798,Chiniot,Maize,1996,86200,1110,3565,7.4
1799,Chiniot,Potatoes,1996,291997,1110,3565,7.4
1800,Chiniot,Soybeans,1996,20100,1110,3565,7.4
